Results_ID,Result_group,Age_general,Age_min,Age_max,Age_original,Population_gender,Indigenous_status,Indigenous_population,Country,Jurisdiction,Specific_location,Year_start,Year_stop,Observation_time_years,Numerator,Denominator,Point_estimate,Measure,Interpolated_from_graph,Age_standardisation,Dataset_name,Proportion,Mortality_flag,Recurrent_ARF_flag,GAS_attributable_fraction,Defined_ARF,Focus_of_study,Notes
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous,Indigenous,Australia,Northern Terriitory,Total (all presenting to Alice Springs Hospital),2010,2014,4,N/A,N/A,63 definate ASPGN/174 cases reviewed,proportion of APSGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous,Indigenous,Australia,Northern Terriitory,Total (all presenting to Alice Springs Hospital),2010,2014,4,N/A,N/A,6 probable ASPGN / 174 cases reviewed,proportion of APSGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous,Indigenous,Australia,Northern Terriitory,Total (all presenting to Alice Springs Hospital),2010,2014,4,N/A,N/A,228.7,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous,Indigenous,Australia,Northern Terriitory,Total (all presenting to Alice Springs Hospital),2010,2014,4,N/A,N/A,7/69 cases,proportion of previous ASPGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous,Indigenous,Australia,Northern Terriitory,Total (all presenting to Alice Springs Hospital),2010,2014,4,N/A,N/A,5/69 cases,proportion of ASPGN cases with GAS throat infection,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous,Indigenous,Australia,Northern Terriitory,Total (all presenting to Alice Springs Hospital),2010,2014,4,N/A,N/A,45/69 cases,proportion of ASPGN cases with GAS skin infection,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2021CHO,APSGN,Children,0,18,<18 years,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital ,2012,2017,6,N/A,N/A,96,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describe clinical characteristics and outcome of hospitalized children with Acute post-streptococcal glomerulonephritis (APSGN) at a tertiary hospital in the Northern Territory,N/A
2021CHO,APSGN,Children,0,18,<18 years,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital ,2012,2017,6,N/A,N/A,0.906,proportion of cases ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describe clinical characteristics and outcome of hospitalized children with Acute post-streptococcal glomerulonephritis (APSGN) at a tertiary hospital in the Northern Territory,N/A
2021CHO,APSGN,Children,0,18,<18 years,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital ,2012,2017,6,N/A,N/A,0.655,proportion of cases with preceeding skin infections,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describe clinical characteristics and outcome of hospitalized children with Acute post-streptococcal glomerulonephritis (APSGN) at a tertiary hospital in the Northern Territory,N/A
2021CHO,APSGN,Children,0,18,<18 years,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital ,2012,2017,6,N/A,N/A,0.271,proportion of cases with preceeding sore throat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describe clinical characteristics and outcome of hospitalized children with Acute post-streptococcal glomerulonephritis (APSGN) at a tertiary hospital in the Northern Territory,N/A
2021CHO,APSGN,Children,0,18,<18 years,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital ,2012,2017,6,N/A,N/A,0.781,proportion of cases with hypertention,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describe clinical characteristics and outcome of hospitalized children with Acute post-streptococcal glomerulonephritis (APSGN) at a tertiary hospital in the Northern Territory,N/A
2021CHO,APSGN,Children,0,18,<18 years,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital ,2012,2017,6,N/A,N/A,0.438,proportion of cases with acute kidney injury,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describe clinical characteristics and outcome of hospitalized children with Acute post-streptococcal glomerulonephritis (APSGN) at a tertiary hospital in the Northern Territory,N/A
2021CHO,APSGN,Children,0,18,<18 years,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital ,2012,2017,6,N/A,N/A,0.167,hypotensive encephalopathy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describe clinical characteristics and outcome of hospitalized children with Acute post-streptococcal glomerulonephritis (APSGN) at a tertiary hospital in the Northern Territory,N/A
2001MUS,APSGN,Children,0,20,<20 yrs,Both,General,N/A,Australia,New South Wales,NSW,1989,1998,9,N/A,N/A,2.2,"incidence acute glomulonephritis per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To investigate ASPGN in a modern, developed setting. To determine whether documented clusters of APSGN were unusual in NSW, hospitalisations for acute glomulonephritis were analysed as a proxy to describe the epidemiology of ASPGN in NSW. ",N/A
2001MUS,APSGN,Children,0,20,<20 yrs,Both,General ,N/A,Australia,New South Wales,NSW,1989,1998,9,N/A,N/A,347,No. hospital admissions for acute glomulonephritis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To investigate ASPGN in a modern, developed setting. To determine whether documented clusters of APSGN were unusual in NSW, hospitalisations for acute glomulonephritis were analysed as a proxy to describe the epidemiology of ASPGN in NSW. ",N/A
2001MUS,APSGN,Children,0,20,<20 yrs,Both,General ,N/A,Australia,New South Wales,NSW - Inner Sydney,1989,1998,9,N/A,N/A,2.3,"incidence acute glomulonephritis per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To investigate ASPGN in a modern, developed setting. To determine whether documented clusters of APSGN were unusual in NSW, hospitalisations for acute glomulonephritis were analysed as a proxy to describe the epidemiology of ASPGN in NSW. ",N/A
2001MUS,APSGN,Children,0,20,<20 yrs,Both,General ,N/A,Australia,New South Wales,NSW - rural region,1989,1998,9,N/A,N/A,3.2,"incidence acute glomulonephritis per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To investigate ASPGN in a modern, developed setting. To determine whether documented clusters of APSGN were unusual in NSW, hospitalisations for acute glomulonephritis were analysed as a proxy to describe the epidemiology of ASPGN in NSW. ",N/A
2008CLU,APSGN,Children,0,5,<5 yrs,Both,Indigenous,N/A,Australia,Northern Terriitory,Tropical North (2 communities),2002,2005,3,N/A,N/A,7 / 7273 presentations,proportion of APSGN presentations out of all presentations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, To determine the frequency of presentations and infectious-disease burden at primary health care (PHC) services in young children in two remote Aboriginal communities in tropical northern Australia,
2008CLU,APSGN,Children,0,5,<5 yrs,Both,Indigenous,N/A,Australia,Northern Terriitory,Tropical North (2 communities),2002,2005,3,N/A,N/A,2/174 patients,proportion of patients with APSGN out of all patients ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, To determine the frequency of presentations and infectious-disease burden at primary health care (PHC) services in young children in two remote Aboriginal communities in tropical northern Australia,
2011MAR,APSGN,Children,0,14,0 -14 yrs,Both,General,N/A,Australia,Northern Terriitory,NT,1991,2008,17,N/A,N/A,386/438 (88.1%),proportion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2011MAR,APSGN,Children,0,14,0-14 yrs,Both,General,N/A,Australia,Northern Terriitory,NT,1992,2007,15,N/A,N/A,41.4,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2011MAR,APSGN,Children,0,14,0-14 yrs,Both,Indigenous,N/A,Australia,Northern Terriitory,NT,1992,2007,15,N/A,N/A,94.3,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2011MAR,APSGN,Children,0,14,0-14 yrs,Both,Non-Indigenous,N/A,Australia,Northern Terriitory,NT,1992,2007,15,N/A,N/A,2.3,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2018CHA,APSGN,Children,0,14,0-14 yrs,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,56.9,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Children,0,14,0-14 yrs,Both,Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,124,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Children,0,14,0-14 yrs,Both,Non-Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,6.6,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Children,0,5,0-5 yrs,Both,Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,114.4,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Children,0,5,0-5 yrs,Both,Non-Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,1.1,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Children,10,14,10-14 yrs,Both,Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,83.4,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Children,10,14,10-14 yrs,Both,Non-Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,9.3,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Children,15,19,15-19 yrs,Both,Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,16.3,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Children,15,19,15-19 yrs,Both,Non-Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,0,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2006SCR,APSGN,Children,2,12,2-12 yrs,Both,Indigenous,Indigenous,Australia,Queensland,QLD - Lockhart River,2005,2005,,N/A,N/A,11 ASPGN cases / 87 screened,proportion of APSGN cases out of screened participants,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To observe and record an outbreak of acute post-streptococcal glomerulonephritis (APSGN) in the Lockhart River community in 2005 and the steps taken by health workers to contain the epidemic.
To describe the epidemic of APSGN in Lock hart River, a remote Aboriginal community on The Cape York Peninsula in Far North Queensland, in 2005.","223 registered to Lockridge area, 116 of which were presenta and eligible for screening (800 total community members)
(40 treated with intramuscular penicillin)"
